"","x"
"788","db=184ti=362175cl=0"
"789","db=184ti=55070cl=0"
"790","db=184ti=39226cl=0"
"791","db=184ti=105119cl=4"
"792","db=184ti=28641cl=6"
"793","db=184ti=41085cl=20"
"794","db=184ti=71241cl=1090"
"795","db=184ti=8075cl=7"
"796","db=184ti=192204cl=14"
"797","db=184ti=36294cl=0"
"798","db=184ti=116576cl=3"
"799","db=184ti=301957cl=11"
"800","db=184ti=3573cl=4"
"801","db=184ti=8246cl=114"
"802","db=184ti=8189cl=3"
"803","db=184ti=61319cl=17"
"804","db=184ti=40234cl=18"
"805","db=184ti=243502cl=0"
"806","db=184ti=72651cl=12"
"807","db=184ti=745089cl=1"
"808","db=184ti=7157cl=91"
"809","db=184ti=40138cl=14"
"810","db=184ti=172618cl=2"
"811","db=184ti=204509cl=1"
"812","db=184ti=43746cl=5"
"813","db=184ti=36297cl=7"
"814","db=184ti=111109cl=3"
"815","db=184ti=7197cl=2"
"816","db=184ti=3211cl=22"
"817","db=184ti=88741cl=8"
"818","morf_450104_11codonalign.trim_interval.ctx"
"819","db=184ti=65386cl=2"
"820","morf_452772_11codonalign.trim_interval.ctx"
"821","db=184ti=219120cl=0"
"822","db=184ti=33183cl=36"
"823","db=184ti=4381cl=34"
"824","db=184ti=99434cl=0"
"825","db=184ti=5073cl=92"
"826","db=184ti=3524cl=144"
"827","db=184ti=6580cl=384"
"828","db=184ti=218924cl=1"
"829","db=184ti=4783cl=32"
"830","db=184ti=7366cl=75"
"831","db=184ti=119203cl=219"
"832","db=184ti=186274cl=2"
"833","db=184ti=4953cl=2"
"834","db=184ti=319095cl=257"
"835","refGene.NM_032270.1.inc"
"836","db=184ti=757225cl=3"
"837","morf_452508_11codonalign.trim_interval.ctx"
"838","db=184ti=703253cl=3"
"839","db=184ti=3754cl=20"
"840","db=184ti=5415cl=1"
"841","db=184ti=3990cl=70"
"842","db=184ti=7148cl=284"
"843","db=184ti=319060cl=21"
"844","db=184ti=48286cl=13"
"845","db=184ti=34979cl=46"
"846","db=184ti=253707cl=3"
"847","db=184ti=158420cl=3"
"848","db=184ti=9431cl=67"
"849","morf_450792_11codonalign.trim_interval.ctx"
"850","db=184ti=6946cl=154"
"851","db=184ti=721813cl=98"
"852","db=184ti=68429cl=7"
"853","db=184ti=13398cl=7"
"854","db=184ti=142645cl=0"
"855","db=184ti=391923cl=0"
"856","db=184ti=51295cl=2"
"857","db=184ti=93133cl=220"
"858","db=184ti=13492cl=5"
"859","db=184ti=33359cl=31"
"860","db=184ti=359160cl=819"
"861","db=184ti=377834cl=2"
"862","db=184ti=44327cl=108"
"863","db=184ti=172511cl=1"
"864","db=184ti=8113cl=41"
"865","db=184ti=315429cl=14"
"866","morf_453274_11codonalign.trim_interval.ctx"
"867","db=184ti=36298cl=6"
"868","db=184ti=431838cl=571"
"869","db=184ti=318546cl=29"
"870","db=184ti=43737cl=46"
"871","db=184ti=43831cl=1"
"872","db=184ti=4861cl=4"
"873","db=184ti=33851cl=35"
"874","refGene.NM_001414.1.inc"
"875","db=184ti=84308cl=0"
"876","db=184ti=33368cl=80"
"877","db=184ti=72685cl=0"
"878","db=184ti=5042cl=58"
"879","db=184ti=60070cl=3"
"880","db=184ti=9397cl=68"
"881","db=184ti=41073cl=27"
"882","db=184ti=30352cl=17"
"883","db=184ti=7991cl=1"
"884","morf_452642_11codonalign.trim_interval.ctx"
"885","db=184ti=45926cl=2"
"886","db=184ti=106229cl=1"
"887","db=184ti=216303cl=36"
"888","db=184ti=29605cl=0"
"889","ensGene.ENST00000437081.1.inc"
"890","db=184ti=203289cl=5"
"891","db=184ti=56096cl=5"
"892","refGene.NM_020808.1"
"893","db=184ti=331407cl=1"
"894","morf_450431_11codonalign.trim_interval.ctx"
"895","db=184ti=39937cl=0"
"896","db=184ti=484198cl=0"
"897","morf_451822_11codonalign.trim_interval.ctx"
"898","morf_448809_11codonalign.trim_interval.ctx"
"899","db=184ti=4891cl=101"
"900","morf_451456_11codonalign.trim_interval.ctx"
"901","db=184ti=60820cl=6"
"902","db=184ti=65387cl=2"
"903","db=184ti=71533cl=4"
"904","db=184ti=8955cl=268"
"905","db=184ti=278205cl=8"
"906","db=184ti=40022cl=7"
"907","db=184ti=88739cl=9"
"908","db=184ti=158449cl=3"
"909","morf_453528_11codonalign.trim_interval.ctx"
"910","db=184ti=3929cl=1"
"911","db=184ti=376913cl=111"
"912","db=184ti=3814cl=899"
"913","db=184ti=425403cl=2"
"914","db=184ti=167503cl=8"
"915","db=184ti=27544cl=96"
"916","db=184ti=54973cl=4"
"917","db=184ti=110367cl=34"
"918","db=184ti=113509cl=8"
"919","db=184ti=196951cl=1"
"920","db=184ti=30727cl=102"
"921","db=184ti=3684cl=29"
"922","db=184ti=256680cl=0"
"923","db=184ti=29197cl=14"
"924","db=184ti=7533cl=31"
"925","morf_452477_11codonalign.trim_interval.ctx"
"926","db=184ti=23513cl=39"
"927","db=184ti=41712cl=7"
"928","db=184ti=7145cl=34"
"929","db=184ti=108099cl=1"
"930","my_ENSGALG00000017289.macse_DNA_gb"
"931","db=184ti=211161cl=2"
"932","db=184ti=65216cl=4"
"933","db=184ti=6592cl=86"
"934","db=184ti=4762cl=17"
"935","db=184ti=490054cl=1"
"936","db=184ti=37850cl=16"
"937","db=184ti=751752cl=2"
"938","db=184ti=29035cl=4"
"939","db=184ti=7215cl=365"
"940","db=184ti=3608cl=4"
"941","db=184ti=7992cl=9"
"942","db=184ti=422058cl=2"
"943","db=184ti=219118cl=3"
"944","db=184ti=48438cl=3"
"945","db=184ti=213899cl=3"
"946","morf_449701_11codonalign.trim_interval.ctx"
"947","db=184ti=171578cl=0"
"948","db=184ti=107920cl=4"
"949","morf_451037_11codonalign.trim_interval.ctx"
"950","db=184ti=184462cl=0"
"951","db=184ti=177671cl=2"
"952","db=184ti=480566cl=0"
"953","morf_453889_11codonalign.trim_interval.ctx"
"954","db=184ti=196999cl=1"
"955","morf_453500_11codonalign.trim_interval.ctx"
"956","my_ENSGALG00000003702.macse_DNA_gb"
"957","db=184ti=6231cl=2"
"958","db=184ti=102312cl=1"
"959","db=184ti=415320cl=1"
"960","db=184ti=231350cl=2"
"961","db=184ti=232378cl=3"
"962","db=184ti=4667cl=19"
"963","db=184ti=107465cl=4"
"964","db=184ti=85807cl=5"
"965","db=184ti=43741cl=614"
"966","morf_454571_11codonalign.trim_interval.ctx"
"967","db=184ti=35583cl=3"
"968","db=184ti=95295cl=1"
"969","db=184ti=37063cl=1"
"970","morf_453553_11codonalign.trim_interval.ctx"
"971","db=184ti=150882cl=0"
"972","db=184ti=692632cl=0"
"973","db=184ti=52989cl=9"
"974","db=184ti=660274cl=0"
"975","11999"
"976","db=184ti=183717cl=1"
"977","db=184ti=7705cl=37"
"978","db=184ti=320000cl=0"
"979","db=184ti=2870cl=31"
"980","db=184ti=3264cl=3"
"981","db=184ti=41085cl=63"
"982","refGene.NM_152570.1"
"983","my_ENSGALG00000015439.macse_DNA_gb"
"984","db=184ti=3044cl=3"
"985","db=184ti=97224cl=2"
"986","db=184ti=153012cl=4"
"987","db=184ti=3214cl=19"
"988","db=184ti=7197cl=16"
"989","db=184ti=65163cl=0"
"990","db=184ti=4747cl=479"
"991","db=184ti=4199cl=11"
"992","knownGene.uc003mzw.3.1.inc"
"993","db=184ti=43882cl=0"
"994","db=184ti=586240cl=6"
"995","morf_454023_11codonalign.trim_interval.ctx"
"996","db=184ti=235633cl=0"
"997","db=184ti=6451cl=34"
"998","morf_453480_11codonalign.trim_interval.ctx"
"999","db=184ti=65545cl=5"
"1000","db=184ti=33852cl=35"
