"","x"
"741","0000066ti=42759cl=2db=184"
"742","Aellopos"
"743","Sulcospira"
"744","0000052ti=42310cl=1db=184"
"745","0000086ti=33349cl=3db=184"
"746","0000036ti=38349cl=3db=184"
"747","0000074ti=13819cl=218db=184"
"748","knownGene.uc010jgl.2.1"
"749","0000028ti=60804cl=13db=184"
"750","0000108ti=219432cl=0db=184"
"751","chr3_17699"
"752","Pterocladiella"
"753","0000048ti=232120cl=1db=184"
"754","0000243ti=235629cl=10db=184"
"755","0000067ti=40040cl=1db=184"
"756","0000155ti=30314cl=6db=184"
"757","0000025ti=3493cl=5db=184"
"758","0000116ti=42749cl=1db=184"
"759","0000113ti=115240cl=6db=184"
"760","0000208ti=50935cl=2db=184"
"761","0000136ti=3208cl=93db=184"
"762","0000031ti=314294cl=24db=184"
"763","0000069ti=60757cl=2db=184"
"764","refGene.NM_017437.1"
"765","morf_450042_11codonalign.trim_interval.ctx"
"766","0000070ti=168915cl=2db=184"
"767","Themiste"
"768","0000052ti=38236cl=1db=184"
"769","0000058ti=217062cl=9db=184"
"770","chrun_random_73"
"771","morf_453405_11codonalign.trim_interval.ctx"
"772","0000038ti=314293cl=22db=184"
"773","morf_449186_11codonalign.trim_interval.ctx"
"774","ensGene.ENST00000447823.1"
"775","0000054ti=170974cl=0db=184"
"776","0000162ti=43845cl=5db=184"
"777","0000066ti=30559cl=6db=184"
"778","0000202ti=63295cl=1db=184"
"779","0000066ti=44928cl=4db=184"
"780","0000100ti=163343cl=2db=184"
"781","morf_449707_11codonalign.trim_interval.ctx"
"782","0000032ti=3319cl=0db=184"
"783","0000112ti=3211cl=10db=184"
"784","Tor"
"785","0000206ti=43469cl=3db=184"
"786","0000042ti=144703cl=4db=184"
"787","0000029ti=40086cl=6db=184"
"788","0000080ti=239225cl=0db=184"
"789","0000142ti=102804cl=15db=184"
"790","morf_449832_11codonalign.trim_interval.ctx"
"791","0000030ti=667167cl=4db=184"
"792","0000040ti=28774cl=4db=184"
"793","0000104ti=75116cl=4db=184"
"794","0000205ti=27390cl=4db=184"
"795","morf_450399_11codonalign.trim_interval.ctx"
"796","chr10_5739"
"797","0000069ti=33368cl=4db=184"
"798","0000050ti=219120cl=312db=184"
"799","Amphiprion"
"800","0000108ti=46877cl=29db=184"
"801","0000238ti=303182cl=1db=184"
"802","0000029ti=127268cl=3db=184"
"803","0000044ti=145349cl=0db=184"
"804","0000037ti=39254cl=4db=184"
"805","0000138ti=168925cl=1db=184"
"806","0000073ti=66057cl=3db=184"
"807","chr2_6794"
"808","morf_452669_11codonalign.trim_interval.ctx"
"809","refGene.NM_052901.1"
"810","0000038ti=93225cl=4db=184"
"811","Pero"
"812","0000030ti=7371cl=74db=184"
"813","Bulbophyllum"
"814","morf_448564_11codonalign.trim_interval.ctx"
"815","0000037ti=83698cl=8db=184"
"816","0000053ti=236635cl=1db=184"
"817","0000056ti=148099cl=2db=184"
"818","0000066ti=41085cl=19db=184"
"819","Eviota"
"820","0000031ti=169447cl=3db=184"
"821","my_ENSGALG00000016633.macse_DNA_gb"
"822","0000097ti=3386cl=4db=184"
"823","Acanthemblemaria"
"824","0000171ti=82208cl=2db=184"
"825","chr5_11656"
"826","Ctenogobius"
"827","morf_450225_11codonalign.trim_interval.ctx"
"828","chr18_4478"
"829","0000072ti=172236cl=2db=184"
"830","4685"
"831","0000051ti=140929cl=0db=184"
"832","0000122ti=75117cl=8db=184"
"833","0000152ti=7033cl=4db=184"
"834","0000044ti=37948cl=12db=184"
"835","morf_452502_11codonalign.trim_interval.ctx"
"836","0000214ti=9005cl=13db=184"
"837","0000104ti=252401cl=2db=184"
"838","Carassius"
"839","morf_450915_11codonalign.trim_interval.ctx"
"840","0000043ti=172511cl=1db=184"
"841","0000083ti=5071cl=3db=184"
"842","0000082ti=74970cl=145db=184"
"843","0000074ti=110808cl=0db=184"
"844","0000042ti=43750cl=1db=184"
"845","morf_449701_11codonalign.trim_interval.ctx"
"846","Heliocheilus"
"847","0000025ti=13538cl=9db=184"
"848","Dytiscus"
"849","0000042ti=174221cl=0db=184"
"850","Nola"
"851","0000133ti=53925cl=5db=184"
"852","0000150ti=24921cl=3db=184"
"853","0000080ti=424572cl=2db=184"
"854","0000029ti=40022cl=7db=184"
"855","0000109ti=490053cl=8db=184"
"856","Podogaster"
"857","0000080ti=70405cl=0db=184"
"858","ensGene.ENST00000432188.1"
"859","0000044ti=107214cl=4db=184"
"860","Pseudotrematomus"
"861","0000030ti=15170cl=20db=184"
"862","0000046ti=23224cl=1db=184"
"863","0000033ti=172239cl=1db=184"
"864","0000039ti=57559cl=2db=184"
"865","0000045ti=13836cl=3db=184"
"866","3430"
"867","0000062ti=3296cl=2db=184"
"868","0000103ti=296681cl=0db=184"
"869","Gerres"
"870","Helina"
"871","chr6_9789"
"872","chr8_707"
"873","0000159ti=156152cl=1db=184"
"874","my_ENSGALG00000006113.macse_DNA_gb"
"875","0000080ti=43845cl=12db=184"
"876","0000062ti=53009cl=7db=184"
"877","0000124ti=7933cl=0db=184"
"878","0000027ti=80887cl=25db=184"
"879","0000085ti=9136cl=6db=184"
"880","0000035ti=104430cl=147db=184"
"881","0000031ti=6833cl=12db=184"
"882","0000033ti=94016cl=11db=184"
"883","Jalmenus"
"884","0000217ti=33680cl=0db=184"
"885","0000097ti=37844cl=14db=184"
"886","0000077ti=33554cl=19db=184"
"887","Idaea"
"888","0000049ti=5186cl=0db=184"
"889","Siproeta"
"890","chr2_8145"
"891","chr5_1839"
"892","0000046ti=423308cl=3db=184"
"893","0000144ti=50622cl=4db=184"
"894","0000027ti=243500cl=2db=184"
"895","0000044ti=43085cl=23db=184"
"896","morf_452803_11codonalign.trim_interval.ctx"
"897","Mammals_ND3_mb325"
"898","0000078ti=314293cl=96db=184"
"899","0000034ti=58214cl=10db=184"
"900","Polypterus"
"901","0000071ti=148328cl=3db=184"
"902","0000132ti=69923cl=2db=184"
"903","0000232ti=41934cl=6db=184"
"904","morf_450945_11codonalign.trim_interval.ctx"
"905","0000034ti=8419cl=1db=184"
"906","0000034ti=56621cl=10db=184"
"907","6320"
"908","refGene.NM_022739.1.inc"
"909","0000027ti=167484cl=30db=184"
"910","0000055ti=27549cl=8db=184"
"911","Olethreutes"
"912","0000082ti=6608cl=0db=184"
"913","0000127ti=186270cl=2db=184"
"914","0000079ti=206879cl=0db=184"
"915","0000055ti=74388cl=10db=184"
"916","0000156ti=235880cl=2db=184"
"917","0000073ti=8515cl=9db=184"
"918","Deltote"
"919","0000032ti=227327cl=4db=184"
"920","0000035ti=95599cl=0db=184"
"921","Peripatopsis"
"922","0000095ti=424573cl=13db=184"
"923","0000027ti=8426cl=17db=184"
"924","0000054ti=165869cl=0db=184"
"925","0000029ti=135860cl=5db=184"
"926","0000200ti=4014cl=2db=184"
"927","0000048ti=38352cl=2db=184"
"928","morf_450698_11codonalign.trim_interval.ctx"
"929","0000084ti=8246cl=0db=184"
"930","0000032ti=63707cl=11db=184"
"931","0000054ti=29967cl=7db=184"
"932","0000200ti=75213cl=2db=184"
"933","0000200ti=3684cl=9db=184"
"934","0000233ti=46000cl=1db=184"
"935","Barea"
"936","0000054ti=29966cl=7db=184"
"937","0000072ti=293502cl=2db=184"
"938","Sesbania"
"939","0000040ti=4231cl=78db=184"
"940","0000144ti=31000cl=2db=184"
"941","0000083ti=6675cl=2db=184"
"942","Virbia"
"943","chr3_5520"
"944","0000042ti=12929cl=14db=184"
"945","0000128ti=235880cl=5db=184"
"946","0000066ti=99434cl=2db=184"
"947","0000038ti=8220cl=2db=184"
"948","0000197ti=35587cl=0db=184"
"949","0000145ti=5406cl=0db=184"
"950","0000146ti=118221cl=3db=184"
"951","0000045ti=45272cl=3db=184"
"952","0000057ti=48438cl=2db=184"
"953","0000038ti=70895cl=21db=184"
"954","0000029ti=31002cl=1db=184"
"955","0000112ti=328320cl=57db=184"
"956","0000151ti=137437cl=4db=184"
"957","0000113ti=185810cl=5db=184"
"958","0000046ti=3226cl=4db=184"
"959","chr9_7189"
"960","0000045ti=13803cl=23db=184"
"961","0000054ti=16739cl=20db=184"
"962","0000068ti=137503cl=9db=184"
"963","0000041ti=123353cl=15db=184"
"964","0000059ti=4747cl=14db=184"
"965","Acronicta"
"966","0000134ti=158331cl=21db=184"
"967","0000037ti=158045cl=1db=184"
"968","0000072ti=425072cl=0db=184"
"969","0000025ti=186992cl=7db=184"
"970","0000092ti=30259cl=2db=184"
"971","0000042ti=55367cl=2db=184"
"972","morf_451169_11codonalign.trim_interval.ctx"
"973","0000239ti=72532cl=0db=184"
"974","0000077ti=77573cl=3db=184"
"975","0000048ti=58019cl=70db=184"
"976","0000093ti=13348cl=3db=184"
"977","Paphia"
"978","0000030ti=162262cl=4db=184"
"979","Ursus"
"980","0000046ti=32436cl=38db=184"
"981","0000095ti=56912cl=15db=184"
"982","Linckia"
"983","PPM1A-nucl"
"984","0000061ti=216772cl=13db=184"
"985","12446"
"986","0000033ti=170975cl=3db=184"
"987","0000170ti=30095cl=7db=184"
"988","0000038ti=3318cl=443db=184"
"989","chr5_10164"
"990","0000031ti=48738cl=3db=184"
"991","Micrasema"
"992","0000167ti=44329cl=24db=184"
"993","chr2_18714"
"994","0000053ti=52989cl=0db=184"
"995","knownGene.uc003ckt.1.1"
"996","0000036ti=43216cl=1db=184"
"997","0000114ti=75543cl=0db=184"
"998","0000097ti=3684cl=10db=184"
"999","morf_453576_11codonalign.trim_interval.ctx"
"1000","Melampodium"
